职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
数据库管理员,"数据开发,数据分析",10-15K,北京,二十一世纪空间技术应用股份有限公司,"SQL,大数据开发经验,数仓建设经验,计算机相关专业",经验不限,社招,数据中心其他,2023/1/6,"职位描述：
1、负责公司产品及项目的数据库管理、维护及数据安全；
2、负责数据库设计和SQL审查，负责持续优化数据库和SQL性能，支撑业务的日常数据需求；
3、负责保障数据库系统的稳定、高效、安全运行，及时排除数据库故障；
4、参与数据架构规划设计，以及相关业务的数据建模、设计审核等；
5、 参与管理和建设服务器及服务的高可用集群监控和备份恢复机制及应急机制，保障服务稳定7X24可用；
7、参与日常系统运维相关工作；
岗位要求：
1. 精通MongoDB、Redis、SQL Server、PostgreSQL、0racle等数据库及集群环境的构建和应用；具有相关数据库管理认证证书者（如OCP、OCM）优先；
2. 精通oracle性能优化，SQL调优，故障处理，精通RMAN备份恢复及原理；
3. 精通关系型数据库知识，熟悉SQL，具备SQL编程能力，能进行常见的数据库管理操作；
4. 熟悉Linux操作系统，有python，shell一种或多种脚本语言编程能力；
5. 能够通过预防性、主动式的维护，最大限度减小数据库系统意外停机的可能性；
6. 能够对数据库系统存在的问题以及突发故障提供及时有效的技术支持、完善的解决方案和事后防范机制，最大限度地减少系统停机的持续时间。
7. 能够管理和建设服务器及服务的高可用集群监控和备份恢复机制及应急机制；
8. 具备很好的总结和表达能力，能够实施数据库高级管理相关技术的培训；
9. 具备良好的学习能力和对新技术的追求精神，良好的团队协作能力，积极主动，乐于接受挑战，能承受工作压力。"
大数据开发,"数据开发,数据分析",4-5K,哈尔滨,哈尔滨数仁科技有限公司,"Java,Shell,SQL,Hadoop,Python",经验不限,社招,数据中心其他,2023/1/6,"【岗位职责】
1.参与大数据开发课程研发和后期优化；
2.参与完成教学相关的文档编写工作（课程大纲、教学PPT、教学用书、教学案例等)的研发工作；
3.带领学员参加实训并指导学员完成实操项目；
4.参与学术交流与研讨，不断提升业务水平任职资格；
5.完成上级安排的其他与大数据开发及课程相关的工作。
【岗位要求】
1.统招本科及以上学历，年龄25-35周岁，经验不限，接受应届毕业生；
2.了解数据库基本原理、linux 操作系统，具备Java的学习能力，对数据处理和数据仓库感兴趣；
3.具备良好的逻辑思考、业务理解和沟通表达能力；
4.工作态度积极主动，有亲和力，有较强的责任心，思路清晰，踏实缜密，具有一定的抗压能力；
5.加分项：有数据开发从业经验或参与过数据开发项目优先考虑。
我们会为你提供：
1.入职即享五险一金；
2.大数据开发业界大咖带教；
3.定期新技术培训交流；
4.数据相关课程学习机会；
5.数据大咖线上线下分享会。"
大数据开发,"数据开发,数据分析",20-35K,北京,北京微创空间科技孵化器有限公司,"Java,SQL,Hadoop",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、负责公安行业数据仓库的规划、设计；
2、负责大数据基础平台的开发与优化；
3、负责大数据相关技术的预研、选型、技术框架设计；
4、负责数据的清洗，ETL实施，ETL性能优化。
任职要求：
1、深入理解大数据平台架构，能够及时发现并解决重大故障以及性能瓶颈；
2、精通大数据相关技术：Kafka/Flink/Hadoop/Yarn/HBase/Hive/ElasticSearch 等；
3、熟悉java开发语言，能够熟练使用SQL；
4、了解统计以及数据挖掘、机器学习、人工智能技术，会使用关联分析、分类预测、聚类分析等常用分析方法；
5、具有良好责任心，团队合作意识，具有良好的沟通能力和客户服务意识。"
资深数据开发,"数据开发,数据分析",18-35K,杭州,网易（杭州）网络有限公司,"Hadoop,SQL,HDFS,Spark,HIVE,Kylin,Flink",经验不限,社招,数据中心其他,2023/1/6,"负责电商数据仓库搭建，etl开发与维护
完成数据统计，编写计算任务，接口开发
参与数据规范制定，文档编写"
数据库工程师,"数据开发,数据分析",10-15K,厦门,厦门航空传媒科技有限公司,"SQL,DBA,Mysql,oracle",经验不限,社招,数据中心其他,2023/1/6,"（一）岗位职责
1. 负责数据库日常运维、监控巡检、备份恢复、故障处理、性能优化、容量规划等；
2. 负责数据库的高可用、高性能及容灾系统的部署与维护，定期进行应急演练；
3. 负责数据库的安全加固与补丁升级；
4. 负责分析变更需求，沟通开发或应用相关工程师进行确认并实施；
 （二）任职条件
1.熟悉一种关系型数据库的配置、备份、优化、监控、管理，具备两年以上DBA工作经验（oracle、mysql等）；
2.理解数据库底层原理，掌握数据库高可用架构、组件和数据复制技术，具备较为丰富的数据库容灾管理与调优经验；
3.熟悉Linux操作系统与SAN存储管理，能够结合数据库运行变化趋势对操作系统等资源使用进行合理调整；"
大数据开发,"数据开发,数据分析",20-40K,北京,抖音视界有限公司,"SQL,Hive,Spark,计算机相关专业,大数据开发经验,数仓建设经验",经验不限,社招,数据中心其他,2023/1/6,"职位描述
1、 负责头条和西瓜视频的离线与实时数据仓库的构建；
2、 负责数据模型的设计，ETL实施，ETL性能优化，ETL数据监控以及相关技术问题的解决；
3、 负责指标体系建设与维护；
4、 深入业务，理解并合理抽象业务需求，发挥数据价值，与业务团队紧密合作；
5、 参与大数据应用规划，为数据产品、业务团队提供应用指导；
6、 参与数据治理工作，提升数据易用性及数据质量。"
数据库工程师,"数据开发,数据分析",5-10K,青岛,云腾九州科技（北京）有限公司,"SQL,Linux",经验不限,社招,数据中心其他,2023/1/6,"1. 熟悉ORACLE数据库的体系框架，熟悉ORACLE的日常管理（安装、配置、监控、性能优化、备份恢复等)；
2. 精通SQL 的编写，精通PL/SQL ，可以熟练进行SQL的开发和逻辑实现；
3. 熟悉数据库的性能优化，熟悉执行计划、hint等，可以在了解业务逻辑的基础上，对SQL提出性能优化建议；
4. 熟悉LINUX，可以熟练进行安装、配置；熟悉SHELL的开发；
5. 具有良好的沟通能力和团队合作精神，动手能力强，有一定独立解决问题的能力；
6.有OCP证书者优先；"
数据开发工程师,"数据开发,数据分析",25-40K,上海,上海任意门科技有限公司,"Java,Scala,Kafka,Flink,Hadoop,Spark",经验不限,社招,数据中心其他,2023/1/6,"职位描述实时方向：
    1.根据公司业务需求设计实时计算应用，支持多个实时场景大规模的计算任务;
    2.参与实时流式计算平台的架构设计，开发，运维等相关工作，并能够进行自动化平台建设迭代;
    3.负责公司业务数据内容搭建实时数仓，实现数据互通共享体系，解决海量数据面临的挑战;
职位要求:
1.计算机、统计、数学等相关专业，本科及以上学历，5年以上大数据开发经验;
2.熟悉Hive\Hadoop\Spark\Flink\kafka\Hbase等大数据开发技术中的一项或者多项有较深的认识和理解;
3.精通flink/ sparkstreaming等实时计算框架，具备Flink开发复杂业务能力、线上问题定位能力;
4.熟悉 Java / Scala 编程, 对juc、jvm 有深入实战经验;
5.有严密的逻辑思维，有追求卓越的精神,良好的沟通和团队合作的能力"
大数据培训讲师,"数据开发,数据分析",15-30K,杭州,浙江华为通信技术有限公司,"Python,Spark,Flink,Hadoop,Kafka,HIVE,Hbase,Java",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、熟悉大数据技术架构及相关基础知识，熟悉华为大数据设备产品的原理、部署和运维方法；
2、实时了解大数据领域技术方向的市场动态、开展友商洞察和需求分析工作，参与规划和设计满足市场需求且有竞争力的培训和认证产品；
3、承担大数据认证、大数据产品培训及大数据院校课程的架构设计、课程开发、试题开发等开发工作；
4、掌握华为大数据产品的配置与部署，支撑大数据认证、产品培训等涉及的实验环境搭建工作；
5、支撑大数据方向的维护和交付工作（师资培训、客户培训等）；
技能素质：
业务技能要求：
1. 3年以上Python应用开发经验；
2. 熟练使用Linux操作系统（CentOS/Redhat/Ubuntu/openEuler等）进行日常管理和基础的Linux应用开发；
3. 具备大数据技术栈项目开发经验，使用过spark/flink/hive/hbase等常用组件或华为云大数据服务DLI/MARS/DAYU进行过项目开发；
4. 具备较强的学习能力，有清晰的逻辑思维，善于归纳总结，具备良好的沟通表达能力；
5. 有创新意识，愿意主动接触客户进行业务调研、客户交流，主动进行市场洞察活动。
专业知识要求：
1. 具备英语授课能力；
2. 有华为大数据HCIE，有培训讲师经验"
数据开发工程师,"数据开发,数据分析",15-30K,北京,北京金堤科技有限公司,"ETL,Hbase,HIVE,Java,Spark",经验不限,社招,数据中心其他,2023/1/6,"岗位职责：
1、根据产品需求，完成数据的清洗与转化工作，交付符合业务质量要求的数据
2、负责维度数据的存储设计、清洗算法设计
3、负责多源数据的比对和融合工作。
4、负责维护线上数据的正确性、一致性、时效性。
岗位要求：
1、熟练掌握一门开发语言，有较强的数据研发能力；
2、熟练掌握MySQL，熟悉任意一种非关系数据库，如MongoDB、HBase等；
3、能够使用Kafka、MQ等中间件；
4、良好的沟通能力和独立工作能力，积极主动及良好的团队合作意识与责任心；
5、有数据清洗、ETL经验、统计学背景者优先"
